DOMINIALITE	ARRONDISSEMENT	ESPECE	CROISSANCE
Alignement	PARIS 5E ARRDT	Troene	53,57
Alignement	PARIS 5E ARRDT	Sophora	66,67
Alignement	PARIS 11E ARRDT	Noisetier de Byzance	41,67
Alignement	PARIS 16E ARRDT	Platane	75
Alignement	PARIS 19E ARRDT	Tilleul	36,21
Alignement	PARIS 12E ARRDT	Tilleul	34,09
Alignement	PARIS 11E ARRDT	Tilleul	36,36
Alignement	PARIS 12E ARRDT	Tilleul	20
Alignement	PARIS 14E ARRDT	Noyer	14,29
Alignement	BOIS DE BOULOGNE	Erable	11,43
Alignement	PARIS 13E ARRDT	Sophora	15
Alignement	PARIS 14E ARRDT	Sophora	57,86
Alignement	PARIS 16E ARRDT	Marronnier	26
Alignement	PARIS 17E ARRDT	Marronnier	130,26
Alignement	PARIS 15E ARRDT	Poirier à fleurs	36,67
Alignement	PARIS 4E ARRDT	Marronnier	17,11
Alignement	PARIS 13E ARRDT	Marronnier	29,03
Alignement	PARIS 1ER ARRDT	Peuplier	8,82
Alignement	BOIS DE BOULOGNE	Marronnier	25,28
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	21,46
Alignement	PARIS 14E ARRDT	Sophora	33,33
Alignement	PARIS 16E ARRDT	Tilleul	37,5
Alignement	PARIS 16E ARRDT	Tilleul	64,62
Alignement	PARIS 6E ARRDT	Peuplier	30
Alignement	PARIS 10E ARRDT	Orme	57,27
Alignement	PARIS 14E ARRDT	Arbre aux quarante écus	41,38
Alignement	PARIS 2E ARRDT	Pterocarya	43,2
Alignement	PARIS 17E ARRDT	Erable	25,81
Alignement	PARIS 19E ARRDT	Paulownia	100
Alignement	PARIS 19E ARRDT	Erable	25
Alignement	PARIS 18E ARRDT	Poirier à fleurs	21,88
Alignement	PARIS 7E ARRDT	Platane	88,24
Alignement	PARIS 20E ARRDT	Chicot du Canada	23,16
Alignement	PARIS 11E ARRDT	Tilleul	36,84
Alignement	PARIS 20E ARRDT	Sophora	100
Alignement	PARIS 10E ARRDT	Orme	41,67
Alignement	PARIS 13E ARRDT	Sophora	25
Alignement	PARIS 18E ARRDT	Tilleul	17,78
Alignement	PARIS 5E ARRDT	Platane	242
Alignement	PARIS 13E ARRDT	Marronnier	25
Alignement	PARIS 20E ARRDT	Frêne	25
Alignement	PARIS 14E ARRDT	Arbre aux quarante écus	23,7
Alignement	PARIS 11E ARRDT	Tilleul	50
Alignement	PARIS 15E ARRDT	Clerodendron	14,29
Alignement	PARIS 20E ARRDT	Pommier à fleurs	30
Alignement	PARIS 16E ARRDT	Sophora	20
Alignement	PARIS 20E ARRDT	Sophora	28,13
Alignement	PARIS 5E ARRDT	Paulownia	34
Alignement	PARIS 13E ARRDT	Arbre aux quarante écus	22,5
Alignement	PARIS 3E ARRDT	Chêne	26,5
Alignement	PARIS 16E ARRDT	Sophora	37,5
Alignement	PARIS 15E ARRDT	Sophora	2,59
Alignement	PARIS 20E ARRDT	Tilleul	11,05
Alignement	PARIS 16E ARRDT	Tilleul	26,09
Alignement	PARIS 5E ARRDT	Ailante	75
Alignement	PARIS 13E ARRDT	Marronnier	35,48
Alignement	PARIS 13E ARRDT	Ailante	38,1
Alignement	PARIS 14E ARRDT	Platane	29,17
Alignement	PARIS 20E ARRDT	Tilleul	20,24
Alignement	PARIS 16E ARRDT	Sophora	18,57
Alignement	PARIS 20E ARRDT	Noisetier de Byzance	33,93
Alignement	PARIS 12E ARRDT	Erable	33,93
Alignement	PARIS 15E ARRDT	Noisetier de Byzance	6,9
Alignement	PARIS 15E ARRDT	Platane	53,33
Alignement	PARIS 12E ARRDT	Laurier du Portugal	18,75
Alignement	PARIS 19E ARRDT	Micocoulier	41,67
Alignement	PARIS 16E ARRDT	Tilleul	43,75
Alignement	PARIS 16E ARRDT	Platane	62,5
Alignement	BOIS DE BOULOGNE	Platane	61,6
Alignement	BOIS DE BOULOGNE	Platane	69,67
Alignement	PARIS 4E ARRDT	Peuplier	28,21
Alignement	PARIS 14E ARRDT	Platane	66,67
Alignement	PARIS 20E ARRDT	Sophora	100
Alignement	PARIS 13E ARRDT	Arbre aux quarante écus	100
Alignement	PARIS 16E ARRDT	Marronnier	100
Alignement	PARIS 3E ARRDT	Chêne	28,58
Alignement	PARIS 17E ARRDT	Sophora	25
Alignement	PARIS 14E ARRDT	Platane	37,5
Alignement	PARIS 1ER ARRDT	Charme	7,5
Alignement	PARIS 16E ARRDT	Platane	3,13
Alignement	PARIS 16E ARRDT	Tilleul	90
Alignement	PARIS 7E ARRDT	Platane	40,83
Alignement	PARIS 8E ARRDT	Platane	39,16
Alignement	PARIS 17E ARRDT	Platane	22,79
Alignement	PARIS 10E ARRDT	Noisetier de Byzance	23,21
Alignement	PARIS 13E ARRDT	Sophora	27,78
Alignement	PARIS 5E ARRDT	Platane	100
Alignement	PARIS 19E ARRDT	Marronnier	22,5
Alignement	PARIS 13E ARRDT	Platane	49,38
Alignement	PARIS 16E ARRDT	Marronnier	51,43
Alignement	PARIS 9E ARRDT	Platane	100
Alignement	PARIS 20E ARRDT	Noisetier de Byzance	16,84
Alignement	PARIS 15E ARRDT	Erable	100
Alignement	PARIS 9E ARRDT	Micocoulier	42
Alignement	PARIS 12E ARRDT	Platane	93,75
Alignement	PARIS 4E ARRDT	Pterocarya	34,88
Alignement	BOIS DE BOULOGNE	Erable	17,14
Alignement	PARIS 15E ARRDT	Lilas de Perse	180
Alignement	PARIS 14E ARRDT	Sophora	7,14
Alignement	PARIS 16E ARRDT	Platane	36,47
Alignement	PARIS 16E ARRDT	Sophora	18,33
Alignement	PARIS 12E ARRDT	Marronnier	8,62
Alignement	PARIS 4E ARRDT	Lilas des indes	11,11
Alignement	BOIS DE BOULOGNE	Platane	33,33
Alignement	PARIS 18E ARRDT	Platane	48
Alignement	PARIS 13E ARRDT	Robinier	30
Alignement	PARIS 17E ARRDT	Troëne	26,67
Alignement	PARIS 15E ARRDT	Chêne	20
Alignement	PARIS 16E ARRDT	Erable	26,15
Alignement	PARIS 18E ARRDT	Robinier	35
Alignement	PARIS 5E ARRDT	Platane	32,5
Alignement	PARIS 1ER ARRDT	Marronnier	25
Alignement	PARIS 13E ARRDT	Micocoulier	87
Alignement	PARIS 14E ARRDT	Noyer	31,25
Alignement	PARIS 16E ARRDT	Marronnier	100
Alignement	PARIS 16E ARRDT	Noisetier de Byzance	26,79
Alignement	PARIS 11E ARRDT	Sophora	16,18
Alignement	PARIS 8E ARRDT	Marronnier	37,5
Alignement	PARIS 12E ARRDT	Frêne	10,34
Alignement	PARIS 11E ARRDT	Platane	33,66
Alignement	PARIS 2E ARRDT	Troene	100
Alignement	PARIS 15E ARRDT	Lilas des indes	62,5
Alignement	PARIS 11E ARRDT	Tilleul	40
Alignement	PARIS 20E ARRDT	Tulipier	9,6
Alignement	PARIS 12E ARRDT	Platane	47,5
Alignement	PARIS 13E ARRDT	Pommier à fleurs	28,26
Alignement	PARIS 9E ARRDT	Prunier à fleurs	30
Alignement	PARIS 20E ARRDT	Pommier à fleurs	60
Alignement	PARIS 19E ARRDT	Cerisier à fleurs	35
Alignement	PARIS 18E ARRDT	Platane	12,5
Alignement	BOIS DE BOULOGNE	Platane	51,33
Alignement	PARIS 20E ARRDT	Sophora	25
Alignement	PARIS 14E ARRDT	Tilleul	31,03
Alignement	PARIS 16E ARRDT	Sophora	38,1
Alignement	PARIS 7E ARRDT	Erable	7,74
Alignement	PARIS 13E ARRDT	Erable	39,31
Alignement	PARIS 17E ARRDT	Platane	15,33
Alignement	PARIS 17E ARRDT	Erable	27,59
Alignement	PARIS 12E ARRDT	Tilleul	29,07
Alignement	PARIS 11E ARRDT	Noyer	10,83
Alignement	PARIS 18E ARRDT	Noisetier de Byzance	10
Alignement	PARIS 10E ARRDT	Frêne à fleurs	18
Alignement	PARIS 20E ARRDT	Platane	35,29
Alignement	PARIS 14E ARRDT	Platane	27,59
Alignement	PARIS 11E ARRDT	Sophora	36,11
Alignement	PARIS 16E ARRDT	Sophora	100
Alignement	PARIS 16E ARRDT	Erable	40
Alignement	PARIS 16E ARRDT	Marronnier	30
Alignement	PARIS 17E ARRDT	Platane	240
Alignement	PARIS 20E ARRDT	Mûrier	16,8
Alignement	PARIS 1ER ARRDT	Peuplier	113,79
Alignement	PARIS 13E ARRDT	Robinier	37,24
Alignement	BOIS DE BOULOGNE	Erable	25
Alignement	PARIS 16E ARRDT	Sophora	45
Alignement	PARIS 13E ARRDT	Poirier à fleurs	4
Alignement	PARIS 10E ARRDT	Mûrier	44
Alignement	PARIS 16E ARRDT	Platane	50
Alignement	PARIS 9E ARRDT	Micocoulier	31,25
Alignement	PARIS 18E ARRDT	Noisetier de Byzance	36,36
Alignement	PARIS 15E ARRDT	Paulownia	40
Alignement	PARIS 13E ARRDT	Platane	125
Alignement	PARIS 19E ARRDT	Tilleul	100
Alignement	PARIS 20E ARRDT	Tilleul	16,35
Alignement	PARIS 20E ARRDT	Tilleul	35
Alignement	PARIS 15E ARRDT	Robinier	40
Alignement	PARIS 19E ARRDT	Copalme	25
Alignement	PARIS 12E ARRDT	Platane	60
Alignement	PARIS 14E ARRDT	Tilleul	37,5
Alignement	PARIS 19E ARRDT	Charme	50
Alignement	PARIS 4E ARRDT	Micocoulier	56,76
Alignement	PARIS 18E ARRDT	Platane	7,14
Alignement	PARIS 7E ARRDT	Marronnier	35,56
Alignement	PARIS 18E ARRDT	Erable	30,43
Alignement	PARIS 20E ARRDT	Copalme	10
Alignement	PARIS 11E ARRDT	Marronnier	27,08
Alignement	PARIS 4E ARRDT	Marronnier	100
Alignement	PARIS 13E ARRDT	Poirier à fleurs	21,88
Alignement	PARIS 15E ARRDT	Tilleul	120
Alignement	PARIS 16E ARRDT	Tilleul	27,27
Alignement	PARIS 17E ARRDT	Marronnier	25,79
Alignement	PARIS 18E ARRDT	Charme	10,44
Alignement	PARIS 13E ARRDT	Sophora	21,67
Alignement	PARIS 18E ARRDT	Poirier à fleurs	18,75
Alignement	PARIS 12E ARRDT	Noisetier de Byzance	55,56
Alignement	PARIS 4E ARRDT	Robinier	50
Alignement	PARIS 13E ARRDT	Marronnier	31,67
Alignement	PARIS 8E ARRDT	Platane	51,48
Alignement	PARIS 13E ARRDT	Sophora	33,33
Alignement	BOIS DE BOULOGNE	Erable	37,5
Alignement	PARIS 13E ARRDT	Chêne	50
Alignement	PARIS 4E ARRDT	Photinia	11,67
Alignement	PARIS 16E ARRDT	Platane	18,95
Alignement	PARIS 16E ARRDT	Peuplier	16,67
Alignement	PARIS 13E ARRDT	Robinier	40
Alignement	PARIS 15E ARRDT	Micocoulier	100
Alignement	PARIS 16E ARRDT	Tilleul	42,35
Alignement	PARIS 10E ARRDT	Platane	31,25
Alignement	PARIS 5E ARRDT	Ailante	62,5
Alignement	PARIS 12E ARRDT	Marronnier	65,63
Alignement	PARIS 12E ARRDT	Marronnier	52,94
Alignement	PARIS 14E ARRDT	Cerisier à fleurs	14,58
Alignement	PARIS 20E ARRDT	Pommier à fleurs	150
Alignement	PARIS 16E ARRDT	Platane	100
Alignement	PARIS 12E ARRDT	Alisier	20,83
Alignement	PARIS 16E ARRDT	Platane	23,91
Alignement	PARIS 18E ARRDT	Tilleul	15,93
Alignement	PARIS 2E ARRDT	Platane	42,35
Alignement	PARIS 16E ARRDT	Platane	27,59
Alignement	PARIS 19E ARRDT	Peuplier	80,17
Alignement	PARIS 15E ARRDT	Noisetier de Byzance	12,89
Alignement	PARIS 13E ARRDT	Arbre aux quarante écus	18,75
Alignement	PARIS 13E ARRDT	Poirier à fleurs	18,75
Alignement	PARIS 17E ARRDT	Poirier à fleurs	11,11
Alignement	PARIS 9E ARRDT	Chêne	38,75
Alignement	PARIS 5E ARRDT	Platane	25
Alignement	PARIS 5E ARRDT	Platane	39,67
Alignement	PARIS 20E ARRDT	Poirier à fleurs	36
Alignement	PARIS 12E ARRDT	Platane	25
Alignement	PARIS 16E ARRDT	Sophora	36
Alignement	PARIS 16E ARRDT	Charme	24,14
Alignement	PARIS 16E ARRDT	Platane	65,1
Alignement	PARIS 11E ARRDT	Frêne	16,22
Alignement	PARIS 10E ARRDT	Mûrier	38
Alignement	PARIS 12E ARRDT	Marronnier	100
Alignement	PARIS 15E ARRDT	Noisetier de Byzance	6,9
Alignement	PARIS 19E ARRDT	Noisetier de Byzance	50
Alignement	PARIS 12E ARRDT	Noisetier de Byzance	2,17
Alignement	PARIS 15E ARRDT	Chêne	17,14
Alignement	PARIS 12E ARRDT	Platane	42,86
Alignement	PARIS 17E ARRDT	Arbre à soie	10
Alignement	PARIS 19E ARRDT	Peuplier	93,1
Alignement	PARIS 1ER ARRDT	Platane	19,05
Alignement	PARIS 13E ARRDT	Arbre aux quarante écus	18,75
Alignement	PARIS 18E ARRDT	Platane	32,14
Alignement	PARIS 20E ARRDT	Tilleul	48,89
Alignement	PARIS 10E ARRDT	Platane	44,52
Alignement	PARIS 13E ARRDT	Noisetier de Byzance	27,37
Alignement	PARIS 17E ARRDT	Tilleul	41
Alignement	PARIS 14E ARRDT	Platane	36,21
Alignement	PARIS 12E ARRDT	Cerisier à fleurs	21,43
Alignement	PARIS 14E ARRDT	Frêne à fleurs	20,83
Alignement	PARIS 20E ARRDT	Platane	15
Alignement	PARIS 8E ARRDT	Platane	58,78
Alignement	PARIS 8E ARRDT	Marronnier	36,79
Alignement	PARIS 17E ARRDT	Platane	27,05
Alignement	PARIS 10E ARRDT	Erable	32,16
Alignement	PARIS 16E ARRDT	Chêne	14,29
Alignement	PARIS 1ER ARRDT	Charme	13,1
Alignement	PARIS 13E ARRDT	Poirier à fleurs	45,45
Alignement	PARIS 16E ARRDT	Erable	62,5
Alignement	PARIS 14E ARRDT	Sophora	3,79
Alignement	PARIS 18E ARRDT	Magnolia	16,67
Alignement	PARIS 20E ARRDT	Platane	12,35
Alignement	PARIS 17E ARRDT	Sophora	44,44
Alignement	PARIS 14E ARRDT	Pterocarya	20,21
Alignement	PARIS 14E ARRDT	Micocoulier	25
Alignement	PARIS 13E ARRDT	Micocoulier	5,88
Alignement	PARIS 12E ARRDT	Noisetier de Byzance	15,17
Alignement	PARIS 15E ARRDT	Noisetier de Byzance	31,58
Alignement	PARIS 3E ARRDT	Chêne	22,22
Alignement	PARIS 16E ARRDT	Marronnier	23,7
Alignement	PARIS 16E ARRDT	Laurier du Portugal	25
Alignement	PARIS 14E ARRDT	Erable	24
Alignement	PARIS 14E ARRDT	Cedrele	26,67
Alignement	PARIS 12E ARRDT	Noisetier de Byzance	18,18
Alignement	PARIS 12E ARRDT	Fevier	34,09
Alignement	PARIS 14E ARRDT	Poirier à fleurs	22,5
Alignement	PARIS 16E ARRDT	Sophora	34,78
Alignement	PARIS 16E ARRDT	Sophora	16,04
Alignement	PARIS 4E ARRDT	Platane	100
Alignement	PARIS 7E ARRDT	Platane	144,44
Alignement	PARIS 8E ARRDT	Platane	27,07
Alignement	PARIS 18E ARRDT	Poirier à fleurs	25,71
Alignement	PARIS 12E ARRDT	Platane	33,93
Alignement	PARIS 13E ARRDT	Pommier à fleurs	23,33
Alignement	PARIS 19E ARRDT	Micocoulier	15
Alignement	BOIS DE BOULOGNE	Erable	27,5
Alignement	PARIS 17E ARRDT	Platane	5,67
Alignement	PARIS 6E ARRDT	Tilleul	48,21
Alignement	PARIS 18E ARRDT	Sophora	30
Alignement	PARIS 1ER ARRDT	Charme	23,81
Alignement	PARIS 12E ARRDT	Platane	15,63
Alignement	PARIS 5E ARRDT	Cedrele	12,63
Alignement	PARIS 7E ARRDT	Platane	54
Alignement	PARIS 11E ARRDT	Poirier à fleurs	35
Alignement	PARIS 16E ARRDT	Platane	42,86
Alignement	PARIS 12E ARRDT	Platane	27,59
Alignement	PARIS 20E ARRDT	Sophora	33,33
Alignement	PARIS 14E ARRDT	Charme	24,38
Alignement	PARIS 3E ARRDT	Micocoulier	69,18
Alignement	PARIS 9E ARRDT	Micocoulier	38,5
Alignement	PARIS 15E ARRDT	Copalme	100
Alignement	PARIS 13E ARRDT	Mûrier	44,71
Alignement	PARIS 16E ARRDT	Platane	28,13
Alignement	PARIS 6E ARRDT	Marronnier	15
Alignement	PARIS 13E ARRDT	Sophora	20,83
Alignement	BOIS DE BOULOGNE	Merisier	20,56
Alignement	PARIS 3E ARRDT	Micocoulier	76
Alignement	PARIS 15E ARRDT	Noisetier de Byzance	28,45
Alignement	PARIS 12E ARRDT	Platane	200
Alignement	PARIS 16E ARRDT	Platane	38,89
Alignement	PARIS 1ER ARRDT	Platane	50
Alignement	PARIS 18E ARRDT	Noisetier de Byzance	58,93
Alignement	PARIS 13E ARRDT	Platane	25
Alignement	PARIS 19E ARRDT	Platane	10,59
Alignement	PARIS 19E ARRDT	Peuplier	100
Alignement	PARIS 16E ARRDT	Tilleul	62,5
Alignement	PARIS 15E ARRDT	Tilleul	16,92
Alignement	PARIS 15E ARRDT	Marronnier	120
Alignement	PARIS 19E ARRDT	Micocoulier	75
Alignement	PARIS 9E ARRDT	Platane	19,33
Alignement	PARIS 16E ARRDT	Sophora	36,64
Alignement	PARIS 19E ARRDT	Tilleul	24,14
Alignement	PARIS 12E ARRDT	Platane	37,5
Alignement	PARIS 12E ARRDT	Noisetier de Byzance	12,93
Alignement	PARIS 13E ARRDT	Aubépine	23,08
Alignement	PARIS 11E ARRDT	Sophora	31,82
Alignement	PARIS 19E ARRDT	Platane	35
Alignement	PARIS 18E ARRDT	Platane	57,6
Alignement	PARIS 16E ARRDT	Aulne	71,88
Alignement	PARIS 16E ARRDT	Platane	62,5
Alignement	PARIS 18E ARRDT	Robinier	22,83
Alignement	PARIS 13E ARRDT	Fevier	37,5
Alignement	PARIS 19E ARRDT	Sophora	100
Alignement	PARIS 15E ARRDT	Erable	44,55
Alignement	PARIS 16E ARRDT	Ailante	38,89
Alignement	PARIS 12E ARRDT	Noisetier de Byzance	15,38
Alignement	PARIS 7E ARRDT	Platane	71,11
Alignement	PARIS 15E ARRDT	Tilleul	34,78
Alignement	PARIS 15E ARRDT	Fevier	125
Alignement	PARIS 1ER ARRDT	Platane	56,25
Alignement	PARIS 13E ARRDT	Frêne	21
Alignement	PARIS 18E ARRDT	Pin	225
Alignement	PARIS 13E ARRDT	Micocoulier	40
Alignement	PARIS 20E ARRDT	Platane	35
Alignement	PARIS 5E ARRDT	Cedrele	95,83
Alignement	PARIS 13E ARRDT	Arbre aux quarante écus	18,75
Alignement	PARIS 16E ARRDT	Ailante	68,57
Alignement	PARIS 14E ARRDT	Cerisier à fleurs	100
Alignement	PARIS 4E ARRDT	Marronnier	7,76
Alignement	PARIS 13E ARRDT	Tilleul	28,33
Alignement	PARIS 10E ARRDT	Charme	120
Alignement	PARIS 13E ARRDT	Frêne	31,25
Alignement	PARIS 4E ARRDT	Peuplier	32,48
Alignement	PARIS 14E ARRDT	Frêne	12
Alignement	PARIS 13E ARRDT	Micocoulier	91,67
Alignement	PARIS 13E ARRDT	Marronnier	700
Alignement	PARIS 15E ARRDT	Cerisier à grappes	41,67
Alignement	PARIS 11E ARRDT	Platane	211,11
Alignement	PARIS 12E ARRDT	Prunus n. sp.	36,36
Alignement	PARIS 16E ARRDT	Cerisier à fleurs	15
Alignement	PARIS 17E ARRDT	Marronnier	33,68
Alignement	PARIS 9E ARRDT	Platane	46,67
Alignement	PARIS 1ER ARRDT	Chêne	10,87
Alignement	PARIS 9E ARRDT	Platane	23,11
Alignement	PARIS 11E ARRDT	Tilleul	50
Alignement	PARIS 10E ARRDT	Poirier à fleurs	16,38
Alignement	PARIS 11E ARRDT	Tilleul	64,77
Alignement	PARIS 14E ARRDT	Platane	100
Alignement	PARIS 13E ARRDT	Fevier	16,67
Alignement	PARIS 17E ARRDT	Platane	25
Alignement	PARIS 19E ARRDT	Tilleul	25,86
Alignement	PARIS 13E ARRDT	Arbre aux quarante écus	5,56
Alignement	PARIS 20E ARRDT	Paulownia	28
Alignement	PARIS 8E ARRDT	Marronnier	5,95
Alignement	PARIS 20E ARRDT	Sophora	71,25
Alignement	PARIS 18E ARRDT	Aulne	57,93
Alignement	PARIS 13E ARRDT	Cedrele	42,86
Alignement	PARIS 19E ARRDT	Charme	25
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	25,96
Alignement	PARIS 11E ARRDT	Platane	176,19
Alignement	PARIS 15E ARRDT	Cerisier à fleurs	60
Alignement	BOIS DE BOULOGNE	Marronnier	26,67
Alignement	PARIS 17E ARRDT	Platane	18,57
Alignement	PARIS 15E ARRDT	Chêne	22,86
Alignement	PARIS 14E ARRDT	Sophora	28,89
Alignement	PARIS 8E ARRDT	Platane	8,2
Alignement	PARIS 12E ARRDT	Platane	15,63
Alignement	PARIS 17E ARRDT	Platane	16,8
Alignement	PARIS 13E ARRDT	Pommier à fleurs	30,43
Alignement	PARIS 19E ARRDT	Orme	100
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	13,3
Alignement	PARIS 20E ARRDT	Pommier à fleurs	25
Alignement	BOIS DE BOULOGNE	Tilleul	30,25
Alignement	PARIS 6E ARRDT	Platane	75
Alignement	PARIS 19E ARRDT	Peuplier	139,29
Alignement	PARIS 16E ARRDT	Tilleul	48
Alignement	PARIS 7E ARRDT	Platane	122,02
Alignement	PARIS 12E ARRDT	Platane	27,27
Alignement	PARIS 19E ARRDT	Charme	50
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	15,5
Alignement	PARIS 14E ARRDT	Sophora	1,84
Alignement	PARIS 19E ARRDT	Platane	42
Alignement	PARIS 15E ARRDT	Marronnier	16,5
Alignement	PARIS 17E ARRDT	Cedrele	54,55
Alignement	PARIS 16E ARRDT	Lilas des indes	25
Alignement	PARIS 17E ARRDT	Platane	17,42
Alignement	PARIS 7E ARRDT	Marronnier	71,43
Alignement	PARIS 9E ARRDT	Sophora	24
Alignement	PARIS 4E ARRDT	Frêne	17,24
Alignement	PARIS 5E ARRDT	Cedrele	10
Alignement	PARIS 19E ARRDT	Platane	41,67
Alignement	PARIS 12E ARRDT	Tilleul	68,24
Alignement	PARIS 16E ARRDT	Sophora	15,65
Alignement	PARIS 16E ARRDT	Marronnier	87,5
Alignement	PARIS 16E ARRDT	Tilleul	55
Alignement	PARIS 16E ARRDT	Platane	40
Alignement	PARIS 8E ARRDT	Platane	27,89
Alignement	PARIS 20E ARRDT	Frêne à fleurs	36,43
Alignement	PARIS 5E ARRDT	Sophora	18,57
Alignement	PARIS 19E ARRDT	Sophora	35
Alignement	PARIS 18E ARRDT	Erable	50
Alignement	BOIS DE BOULOGNE	Erable	34,86
Alignement	PARIS 15E ARRDT	Frêne	56,47
Alignement	PARIS 4E ARRDT	Tilleul	26,09
Alignement	PARIS 14E ARRDT	Sophora	2,11
Alignement	PARIS 17E ARRDT	Platane	15,67
Alignement	PARIS 15E ARRDT	Sophora	23,79
Alignement	PARIS 3E ARRDT	Micocoulier	53,09
Alignement	PARIS 16E ARRDT	Platane	22,41
Alignement	PARIS 18E ARRDT	Tilleul	28,33
Alignement	PARIS 12E ARRDT	Palmier	65
Alignement	PARIS 13E ARRDT	Marronnier	27,42
Alignement	PARIS 4E ARRDT	Platane	75
Alignement	PARIS 18E ARRDT	Micocoulier	32,14
Alignement	PARIS 14E ARRDT	Savonnier	25
Alignement	PARIS 14E ARRDT	Charme-Houblon	27,27
Alignement	PARIS 16E ARRDT	Marronnier	29,57
Alignement	BOIS DE BOULOGNE	Erable	23,33
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	23,3
Alignement	PARIS 16E ARRDT	Tilleul	38,82
Alignement	PARIS 11E ARRDT	Poirier à fleurs	42,5
Alignement	PARIS 11E ARRDT	Frêne	15,52
Alignement	PARIS 13E ARRDT	Erable	20
Alignement	PARIS 11E ARRDT	Tilleul	21,05
Alignement	PARIS 16E ARRDT	Platane	25
Alignement	PARIS 18E ARRDT	Poirier à fleurs	20,3
Alignement	PARIS 18E ARRDT	Fevier	45
Alignement	PARIS 12E ARRDT	Platane	47,62
Alignement	PARIS 15E ARRDT	Orme de Sibérie	22,5
Alignement	PARIS 7E ARRDT	Platane	34,29
Alignement	PARIS 8E ARRDT	Platane	25
Alignement	PARIS 13E ARRDT	Micocoulier	114,71
Alignement	PARIS 13E ARRDT	Tulipier	33,93
Alignement	PARIS 20E ARRDT	Pommier à fleurs	10
Alignement	PARIS 16E ARRDT	Sophora	16,47
Alignement	PARIS 13E ARRDT	Frêne	125
Alignement	PARIS 16E ARRDT	Marronnier	23,16
Alignement	PARIS 14E ARRDT	Marronnier	31,58
Alignement	PARIS 15E ARRDT	Noisetier de Byzance	17,24
Alignement	PARIS 6E ARRDT	Platane	100
Alignement	PARIS 19E ARRDT	Platane	40
Alignement	PARIS 20E ARRDT	Erable	36,43
Alignement	PARIS 13E ARRDT	Cedrele	11,25
Alignement	PARIS 12E ARRDT	Orme	31,25
Alignement	PARIS 19E ARRDT	Aulne	31,25
Alignement	PARIS 13E ARRDT	Cerisier à fleurs	63,64
Alignement	PARIS 16E ARRDT	Ailante	49,29
Alignement	PARIS 17E ARRDT	Ailante	150
Alignement	PARIS 4E ARRDT	Platane	20
Alignement	PARIS 8E ARRDT	Marronnier	38,57
Alignement	PARIS 17E ARRDT	Platane	35
Alignement	PARIS 18E ARRDT	Sophora	80
Alignement	PARIS 10E ARRDT	Arbre aux quarante écus	48,05
Alignement	PARIS 1ER ARRDT	Chêne	16,3
Alignement	PARIS 4E ARRDT	Noyer	13,89
Alignement	PARIS 13E ARRDT	Marronnier	19,41
Alignement	PARIS 16E ARRDT	Tulipier	280
Alignement	PARIS 13E ARRDT	Micocoulier	5,33
Alignement	PARIS 20E ARRDT	Sophora	15
Alignement	PARIS 7E ARRDT	Tilleul	34,21
Alignement	PARIS 15E ARRDT	Orme de Sibérie	25
Alignement	PARIS 12E ARRDT	Robinier	12,07
Alignement	PARIS 13E ARRDT	Micocoulier	47,06
Alignement	PARIS 18E ARRDT	Tilleul	21,67
Alignement	PARIS 8E ARRDT	Marronnier	48
Alignement	PARIS 13E ARRDT	Micocoulier	100
Alignement	PARIS 19E ARRDT	Erable	27,5
Alignement	PARIS 19E ARRDT	Troene	33,33
Alignement	PARIS 15E ARRDT	Tilleul	53,33
Alignement	PARIS 17E ARRDT	Sophora	33,68
Alignement	PARIS 12E ARRDT	Platane	37,5
Alignement	PARIS 17E ARRDT	Chicot du Canada	100
Alignement	PARIS 8E ARRDT	Marronnier	26,92
Alignement	PARIS 19E ARRDT	Micocoulier	60,71
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	19,43
Alignement	PARIS 18E ARRDT	Charme-Houblon	13,64
Alignement	PARIS 15E ARRDT	Cerisier à fleurs	25,38
Alignement	PARIS 4E ARRDT	Poirier à fleurs	38,24
Alignement	PARIS 13E ARRDT	Frêne	32,94
Alignement	PARIS 12E ARRDT	Paulownia	37,5
Alignement	PARIS 13E ARRDT	Noisetier de Byzance	8,89
Alignement	PARIS 16E ARRDT	Photinia	14,29
Alignement	BOIS DE BOULOGNE	Platane	105
Alignement	PARIS 12E ARRDT	Charme	31,25
Alignement	PARIS 13E ARRDT	Noisetier de Byzance	50
Alignement	PARIS 17E ARRDT	Sophora	35,71
Alignement	PARIS 8E ARRDT	Marronnier	24,21
Alignement	PARIS 8E ARRDT	Platane	91
Alignement	PARIS 12E ARRDT	Platane	41,67
Alignement	PARIS 14E ARRDT	Frêne à fleurs	15,88
Alignement	PARIS 2E ARRDT	Charme-Houblon	47,11
Alignement	PARIS 12E ARRDT	Platane	33,33
Alignement	PARIS 12E ARRDT	Tilleul	48,15
Alignement	PARIS 20E ARRDT	Paulownia	62,5
Alignement	PARIS 13E ARRDT	Pommier à fleurs	28,26
Alignement	PARIS 11E ARRDT	Tilleul	22,5
